SEQ_CID_10_CAPITULO,DSC_CAPITULO,COD_CID_10,DSC_CID_10
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T915,SEQUELAS DE TRAUMATISMO DE ORGAOS INTRA-ABDOMINAIS E ORGAOS PELVICOS
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T918,SEQUELAS DE OUTROS TRAUMATISMOS ESPECIFICADOS DO PESCOCO E DO TRONCO
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T919,SEQUELAS DE TRAUMATISMO NE DO PESCOCO E DO TRONCO
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T92,SEQUELAS DE TRAUMATISMOS DO MEMBRO SUPERIOR
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T920,SEQUELAS DE FERIMENTO DO MEMBRO SUPERIOR
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T921,SEQUELAS DE FRATURA DO BRACO
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T922,SEQUELAS DE FRATURA AO NIVEL DO PUNHO E DA MAO
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T923,"SEQUELAS DE LUXACAO, ENTORSE E DISTENSAOS DO MEMBRO SUPERIOR"
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T924,SEQUELAS DE TRAUMATISMO DE NERVO DE MEMBRO SUPERIOR
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T925,SEQUELAS DE TRAUMATISMO DE MUSCULO E TENDAO DO MEMBRO SUPERIOR
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T926,SEQUELAS DE ESMAGAMENTO E AMPUTACAO TRAUMATICA DO MEMBRO SUPERIOR
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T928,SEQUELAS DE OUTROS TRAUMATISMOS ESPECIFICADOS DO MEMBRO SUPERIOR
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T929,SEQUELAS DE TRAUMATISMO NE DO MEMBRO SUPERIOR
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T93,SEQUELAS DE TRAUMATISMOS DO MEMBRO INFERIOR
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T930,SEQUELAS DE FERIMENTO DO MEMBRO INFERIOR
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T931,SEQUELAS DE FRATURA DO FEMUR
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T932,SEQUELAS DE OUTRAS FRATURAS DO MEMBRO INFERIOR
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T933,"SEQUELAS DE LUXACAO, ENTORSE E DISTENSAO DO MEMBRO INFERIOR"
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T934,SEQUELAS DE TRAUMATISMO DE NERVO DO MEMBRO INFERIOR
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T935,SEQUELAS DE TRAUMATISMO DE MUSCULO E TENDAO DO MEMBRO INFERIOR
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T936,SEQUELAS DE ESMAGAMENTO E AMPUTACAO TRAUMATICA DO MEMBRO INFERIOR
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T938,SEQUELAS DE OUTROS TRAUMATISMOS ESPECIFICADOS DO MEMBRO INFERIOR
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T939,SEQUELAS DE TRAUMATISMO NE DO MEMBRO INFERIOR
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T94,SEQUELAS DE TRAUMATISMOS ENVOLVENDO MULTIPLAS REGIOES DO CORPO E AS NE
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T940,SEQUELAS DE TRAUMATISMOS ENVOLVENDO REGIOES MULTIPLAS DO CORPO
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T941,SEQUELAS DE TRAUMATISMOS NE POR REGIOES DO CORPO
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T95,"SEQUELAS DE QUEIMADURAS, CORROSOES E GELADURAS"
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T950,"SEQUELAS DE QUEIMADURA,CORROSAO E GELADURA DA CABECA E PESCOCO"
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T951,"SEQUELAS DE QUEIMADURA, CORROSAO E GELADURA DO TRONCO"
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T952,"SEQUELAS DE QUEIMADURA, CORROSAO E GELADURA DO MEMBRO SUPERIOR"
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T953,"SEQUELAS DE QUEIMADURA, CORROSAO E GELADURA DO MEMBRO INFERIOR"
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T954,SEQUELAS DE QUEIMADURA E CORROSAO CLASSIFICAVEL SO DE ACORDO COM A EXTENSAO DA A
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T958,"SEQUELAS DE OUTRA QUEIMADURA, CORROSOES E GELADURAS ESPECIFICADAS"
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T959,"SEQUELAS DE QUEIMADURA, CORROSAO E GELADURA DE LOCAL NE"
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T96,"SEQUELAS DE INTOXICACAO POR DROGAS, MEDICAMENTOS E SUBST. BIOLOGICAS"
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T97,SEQUELAS DE EFEITOS TOXICOS DE SUBST. DE ORIGEM PREDOMINANTEMENTE NAO-MEDICINA
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T98,SEQUELAS DE OUTROS EFEITOS DE CAUSAS EXTERNAS E DOS NE
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T980,SEQUELAS DOS EFEITOS DA PENETRACAO DE   CORPO ESTRANHO ATRAVES DE ORIFICIO NATUR
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T981,SEQUELAS EM OUTROS EFEITOS DE CAUSAS EXTERNAS E OS NE
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T982,SEQUELAS DE ALGUMAS COMPLICACOES PRECOCES DE TRAUMATISMOS
19,"LESOES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQUENCIAS DE CAUSAS EXTERNAS (S00-T98)",T983,SEQUELAS DE COMPLICACOES DOS CUIDADOS MEDICOS E CIRURGICOS NAO CLASSIF. EM OUTRA P
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V01,PEDESTRE TRAUMATIZADO EM COLISAO COM VEICULO A PEDAL
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V010,PEDESTRE TRAUMATIZADO EM COLISAO COM UM VEICULO A PEDAL - ACIDENTE NAO-DE-TRANSI
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V011,PEDESTRE TRAUMATIZADO EM COLISAO COM UM VEICULO A PEDAL - ACIDENTE DE TRANSITO
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V019,PEDESTRE TRAUMATIZADO EM COLISAO COM UM VEICULO A PEDAL - ACIDENTE NE SE D
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V02,PEDESTRE TRAUMATIZADO EM COLISAO COM VEICULO A MOTOR DE DUAS OU TRES RODAS
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V020,PEDESTRE TRAUMATIZADO EM COLISAO COM UM VEICULO A MOTOR DE DUAS OU TRES RODAS -
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V021,PEDESTRE TRAUMATIZADO EM COLISAO COM UM VEICULO A MOTOR DE DUAS OU TRES RODAS -
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V029,PEDESTRE TRAUMATIZADO EM COLISAO COM UM VEICULO A MOTOR DE DUAS OU TRES RODAS -
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V03,"PEDESTRE TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL , ""PICK UP"" OU CAMINHONETE"
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V030,"PEDESTRE TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL [CARRO], ""PICK UP"" OU CAMINHON"
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V031,"PEDESTRE TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL [CARRO], ""PICK UP"" OU CAMINHON"
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V039,"PEDESTRE TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL [CARRO], ""PICK UP"" OU CAMINHON"
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V04,PEDESTRE TRAUMATIZADO EM COLISAO COM VEICULO DE TRANSP. PESADO OU COM UM ONIBU
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V040,PEDESTRE TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU COM UM O
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V041,PEDESTRE TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU COM UM O
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V049,PEDESTRE TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU COM UM O
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V05,PEDESTRE TRAUMATIZADO EM COLISAO COM TREM [COMBOIO] OU UM VEICULO FERROVIARIO
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V050,PEDESTRE TRAUMATIZADO EM COLISAO COM TREM [COMBOIO] OU UM VEICULO FERROVIARIO -
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V051,PEDESTRE TRAUMATIZADO EM COLISAO COM TREM [COMBOIO] OU UM VEICULO FERROVIARIO -
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V059,PEDESTRE TRAUMATIZADO EM COLISAO COM TREM [COMBOIO] OU UM VEICULO FERROVIARIO -
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V06,PEDESTRE TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V060,PEDESTRE TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO - ACIDENTE NAO
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V061,PEDESTRE TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO - ACIDENTE DE
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V069,PEDESTRE TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO - ACIDENTE NAO E
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V09,PEDESTRE TRAUMATIZADO EM OUTROS ACIDENTES DE TRANSP. E EM ACIDENTES DE TRANSP.
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V090,"PEDESTRE TRAUMATIZADO EM UM ACIDENTE NAO-DE-TRANSITO, ENVOLVENDO OUTROS VEICULOS"
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V091,PEDESTRE TRAUMATIZADO EM UM ACIDENTE NAO-DE-TRANSITO NE
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V092,PEDESTRE TRAUMATIZADO EM UM ACIDENTE DE TRANSITO ENVOLVENDO OUTROS VEICULOS E OS
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V093,PEDESTRE TRAUMATIZADO EM UM ACIDENTE DE TRANSITO NE
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V099,PEDESTRE TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE NE
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V10,CICLISTA TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V100,CICLISTA TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - CONDUTOR EM ACID
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V101,CICLISTA TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - PASSAGEIRO EM AC
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V102,CICLISTA TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - CICLISTA NE
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V103,CICLISTA TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - AO SUBIR OU DESC
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V104,CICLISTA TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - CONDUTOR EM UM A
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V105,CICLISTA TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - PASSAGEIRO EM UM
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V109,CICLISTA TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - CICLISTA NE
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V11,CICLISTA TRAUMATIZADO EM COLISAO COM OUTRO VEICULO A PEDAL
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V110,CICLISTA TRAUMATIZADO EM COLISAO COM OUTRO VEICULO A PEDAL - CONDUTOR EM ACIDENT
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V111,CICLISTA TRAUMATIZADO EM COLISAO COM OUTRO VEICULO A PEDAL - PASSAGEIRO EM ACIDE
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V112,CICLISTA TRAUMATIZADO EM COLISAO COM OUTRO VEICULO A PEDAL - CICLISTA NE E
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V113,CICLISTA TRAUMATIZADO EM COLISAO COM OUTRO VEICULO A PEDAL - PESSOA AO SUBIR OU
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V114,CICLISTA TRAUMATIZADO EM COLISAO COM OUTRO VEICULO A PEDAL - CONDUTOR EM UM ACID
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V115,CICLISTA TRAUMATIZADO EM COLISAO COM OUTRO VEICULO A PEDAL - PASSAGEIRO EM UM AC
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V119,CICLISTA TRAUMATIZADO EM COLISAO COM OUTRO VEICULO A PEDAL - CICLISTA NE E
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V12,CICLISTA TRAUMATIZADO EM COLISAO COM VEICULO A MOTOR DE DUAS OU TRES RODAS
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V120,CICLISTA TRAUMATIZADO EM COLISAO COM VEICULO A MOTOR DE DUAS OU TRES RODAS - CONDUTOR EM ACID N-TRANS
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V121,CICLISTA TRAUMATIZADO EM COLISAO COM UM VEICULO A MOTOR DE DUAS OU TRES RODAS
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V122,CICLISTA TRAUMATIZADO EM COLISAO COM UM VEICULO A MOTOR DE DUAS OU TRES RODAS
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V123,CICLISTA TRAUMATIZADO EM COLISAO COM UM VEICULO A MOTOR DE DUAS OU TRES RODAS
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V124,CICLISTA TRAUMATIZADO EM COLISAO COM UM VEICULO A MOTOR DE DUAS OU TRES RODAS
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V125,CICLISTA TRAUMATIZADO EM COLISAO COM UM VEICULO A MOTOR DE DUAS OU TRES RODAS
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V129,CICLISTA TRAUMATIZADO EM COLISAO COM UM VEICULO A MOTOR DE DUAS OU TRES RODAS
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V13,"CICLISTA TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL, ""PICK UP"" OU CAMINHONETE"
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V130,"CICLISTA TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL, ""PICK UP"" OU CAMINHONETE - CONDUTOR TRAUMATIZADO EM ACID N-TRANS"
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V131,"CICLISTA TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL, ""PICK UP"" OU CAMINHONETE"
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V132,"CICLISTA TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL, ""PICK UP"" OU CAMINHONETE"
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V133,"CICLISTA TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL, ""PICK UP"" OU CAMINHONETE"
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V134,"CICLISTA TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL, ""PICK UP"" OU CAMINHONETE"
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V135,"CICLISTA TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL, ""PICK UP"" OU CAMINHONETE"
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V139,"CICLISTA TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL, ""PICK UP"" OU CAMINHONETE"
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V14,CICLISTA TRAUMATIZADO EM COLISAO COM VEICULO DE TRANSP. PESADO OU UM ONIBUS
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V140,CICLISTA TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBU
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V141,CICLISTA TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBU
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V142,CICLISTA TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBU
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V143,CICLISTA TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBU
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V144,CICLISTA TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBU
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V145,CICLISTA TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBU
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V149,CICLISTA TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBU
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V15,CICLISTA TRAUMATIZADO EM COLISAO COM UM TREM OU UM VEICULO FERROVIARIO
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V150,CICLISTA TRAUMATIZADO EM COLISAO COM UM TREM OU UM VEICULO FERROVIARIO-CONDUTOR EM ACID NAO-TRANS
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V151,CICLISTA TRAUMATIZADO EM COLISAO COM UM TREM OU UM VEICULO FERROVIARIO - PASSAGEIRO TRAUM EM ACID NAO-TRANS
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V152,CICLISTA TRAUMATIZADO EM COLISAO COM UM TREM OU UM VEICULO FERROVIARIO - CICLISTA NE TRAUM EM ACID NAO-TRANS
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V153,CICLISTA TRAUMATIZADO EM COLISAO COM UM TREM OU UM VEICULO FERROVIARIO - PESSOA TRAUMAT AO SUBIR OU DESCER DO VEICULO
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V154,CICLISTA TRAUMATIZADO EM COLISAO COM UM TREM OU UM VEICULO FERROVIARIO - CONDUTOR TRAUMATIZADO EM ACIDENTE DE TRANSITO
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V155,CICLISTA TRAUMATIZADO EM COLISAO COM UM TREM OU UM VEICULO FERROVIARIO-PASSAGEIRO TRAUMATIZADO EM ACIDENTE DE TRANSITO
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V159,CICLISTA TRAUMATIZADO EM COLISAO COM UM TREM OU UM VEICULO FERROVIARIO-CICLISTA NE TRAUMATIZADO EM ACIDENTE DE TRANSITO
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V16,CICLISTA TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V160,CICLISTA TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO - CONDUTOR TRAUMATIZADO EM ACIDENTE NAO-TRANSITO
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V161,CICLISTA TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO - PASSAGEIRO TRAUM EM ACID NAO-TRANS
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V162,CICLISTA TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO - CICLISTA NE TRAUM EM ACID NAO-TRANS
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V163,CICLISTA TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO - PESSOA TRAUMAT AO SUBIR OU DESCER DO VEICULO
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V164,CICLISTA TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO - CONDUTOR TRAUMATIZADO EM ACIDENTE DE TRANSITO
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V165,CICLISTA TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO - PASSAGEIRO TRAUMATIZADO EM ACIDENTE DE TRANSITO
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V169,CICLISTA TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO - CICLISTA NE TRAUMATIZADO EM ACIDENTE DE TRANSITO
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V17,CICLISTA TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO
20,CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE (V01-Y98),V170,CICLISTA TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO - CONDUTOR EM ACID
