cid_id,cid_10,descritor_cid
9027,S842,TRAUMATISMO DO NERVO CUTANEO SENSITIVO AO NIVEL DA PERNA
9028,S847,TRAUMATISMO DE MULTIPLOS NERVOS AO NIVEL DA PERNA
9029,S848,TRAUMATISMO DE OUTROS NERVOS AO NIVEL DA PERNA
9030,S849,TRAUMATISMO DE NERVO NE AO NIVEL DA PERNA
9031,S85,TRAUMATISMO DE VASOS SANGUINEOS DA PERNA
9032,S850,TRAUMATISMO DA ARTERIA POPLITEA
9033,S851,TRAUMATISMO DA ARTERIA TIBIAL (ANTERIOR) (POSTERIOR)
9034,S852,TRAUMATISMO DA ARTERIA PERONIAL
9035,S853,TRAUMATISMO DA VEIA GRANDE SAFENA AO NIVEL DA PERNA
9036,S854,TRAUMATISMO DA VEIA SAFENA MENOR AO NIVEL DA PERNA
9037,S855,TRAUMATISMO DA VEIA POPLITEA
9038,S857,TRAUMATISMO DE MULTIPLOS VASOS SANGUINEOS AO NIVEL DA PERNA
9039,S858,TRAUMATISMO DE OUTROS VASOS SANGUINEOS AO NIVEL DA PERNA
9040,S859,TRAUMATISMO DE VASOS SANGUINEOS NE AO NIVEL DA PERNA
9041,S86,TRAUMATISMOS DE MOSCULO E DE TENDAO AO NIVEL DA PERNA
9042,S860,TRAUMATISMO DO TENDAO DE AQUILES
9043,S861,TRAUMATISMO DE OUTRO(S) MUSCULO(S) E TENDAO(OES) DO GRUPO MUSCULAR POSTERIOR AO
9044,S862,TRAUMATISMO DO(S) MUSCULO(S) E TENDAO(OES) DO GRUPO MUSCULAR ANTERIOR AO NIVEL D
9045,S863,TRAUMATISMO DO(S) MUSCULO(S) E TENDAO(OES) DO GRUPO MUSCULAR PERONIAL AO NIVEL D
9046,S867,TRAUMATISMO DE MULTIPLOS MUSCULOS E TENDOES AO NIVEL DA PERNA
9047,S868,TRAUMATISMOS DE OUTROS MUSCULOS E TENDOES AO NIVEL DA PERNA
9048,S869,TRAUMATISMO DE MUSCULO E DE TENDAO NE AO NIVEL DA PERNA
9049,S87,TRAUMATISMO POR ESMAGAMENTO DA PERNA
9050,S870,TRAUMATISMO POR ESMAGAMENTO DO JOELHO
9051,S878,TRAUMATISMO POR ESMAGAMENTO DE OUTRA PARTE E DE PARTES NE DA PERNA
9052,S88,AMPUTACAO TRAUMATICA DA PERNA
9053,S880,AMPUTACAO TRAUMATICA AO NIVEL DO JOELHO
9054,S881,AMPUTACAO TRAUMATICA ENTRE O JOELHO E O TORNOZELO
9055,S889,AMPUTACAO TRAUMATICA DA PERNA AO NIVEL NE
9056,S89,OUTROS TRAUMATISMOS E OS NE DA PERNA
9057,S890,TRAUMATISMOS MULTIPLOS DA PERNA
9058,S898,OUTROS TRAUMATISMOS ESPECIFICADOS DA PERNA
9059,S899,TRAUMATISMO NE DA PERNA
9060,S90,TRAUMATISMO SUPERFICIAL DO TORNOZELO E DO PE
9061,S900,CONTUSAO DO TORNOZELO
9062,S901,CONTUSAO DE ARTELHO SEM LESAO DA UNHA
9063,S902,CONTUSAO DE ARTELHO(S) COM LESAO DA UNHA
9064,S903,CONTUSAO DE OUTRAS PARTES E PARTES NE DO PE
9065,S907,TRAUMATISMOS SUPERFICIAIS MULTIPLOS DO TORNOZELO E DO PE
9066,S908,OUTROS TRAUMATISMOS SUPERFICIAIS DO TORNOZELO E DO PE
9067,S909,"TRAUMATISMO SUPERFICIAL DO TORNOZELO E DO PE, NE"
9068,S91,FERIMENTOS DO TORNOZELO E DO PE
9069,S910,FERIMENTO DO TORNOZELO
9070,S911,FERIMENTO DO(S) ARTELHO(S) SEM LESAO DA UNHA
9071,S912,FERIMENTO DO(S) ARTELHO(S) COM LESAO DA UNHA
9072,S913,FERIMENTO DE OUTRAS PARTES DO PE
9073,S917,FERIMENTOS MULTIPLOS DO TORNOZELO E DO PE
9074,S92,FRATURA DO PE (EXCETO DO TORNOZELO)
9075,S920,FRATURA DO CALCANEO
9076,S921,FRATURA DO ASTRAGALO
9077,S922,FRATURA DE OUTROS OSSOS DO TARSO
9078,S923,FRATURA DE OSSOS DO METATARSO
9079,S924,FRATURA DO HALUX
9080,S925,FRATURA DE OUTRO ARTELHO
9081,S927,FRATURAS MULTIPLAS DO PE
9082,S929,FRATURA DO PE NE
9083,S93,"LUXACAO, ENTORSE E DISTENSAO DAS ARTICULACOES E DOS LIGAMENTOS AO NIVEL DO TOR"
9084,S930,LUXACAO DA ARTICULACAO DO TORNOZELO
9085,S931,LUXACAO DO(S) ARTELHO(S)
9086,S932,RUPTURA DE LIGAMENTOS AO NIVEL DO TORNOZELO E DO PE
9087,S933,LUXACAO DE OUTRAS PARTES E DAS NE DO PE
9088,S934,ENTORSE E DISTENSAO DO TORNOZELO
9089,S935,ENTORSE E DISTENSAO DO(S) ARTELHO(S)
9090,S936,ENTORSE E DISTENSAO DE OUTRAS PARTES E DE PARTES NE DO PE
9091,S94,TRAUMATISMO DOS NERVOS AO NIVEL DO TORNOZELO E DO PE
9092,S940,TRAUMATISMO DO NERVO PLANTAR EXTERNO (LATERAL)
9093,S941,TRAUMATISMO DO NERVO PLANTAR INTERNO (MEDIAL)
9094,S942,TRAUMATISMO NERVO PERONIAL [FIBULAR] PROFUNDO AO NIVEL DO TORNOZELO E DO PE
9095,S943,TRAUMATISMO DO NERVO SENSITIVO CUTANEO AO NIVEL DO TORNOZELO E DO PE
9096,S947,TRAUMATISMO DE MULTIPLOS NERVOS AO NIVEL DO TORNOZELO E DO PE
9097,S948,TRAUMATISMO DE OUTROS NERVOS AO NIVEL DO TORNOZELO E DO PE
9098,S949,"TRAUMATISMO DE NERVO NE, AO NIVEL DO TORNOZELO E DO PE"
9099,S95,TRAUMATISMO DE VASOS SANGUINEOS AO NIVEL DO TORNOZELO E DO PE
9100,S950,TRAUMATISMO DA ARTERIA DORSAL DO PE
9101,S951,TRAUMATISMO DA ARTERIA PLANTAR DO PE
9102,S952,TRAUMATISMO DA VEIA DORSAL DO PE
9103,S957,TRAUMATISMO DE MULTIPLOS VASOS SANGUINEOS AO NIVEL DO TORNOZELO E DO PE
9104,S958,TRAUMATISMO DE OUTROS VASOS SANGUINEOS AO NIVEL DO TORNOZELO E DO PE
9105,S959,TRAUMATISMO DE VASO SANGUINEO NE AO NIVEL DO TORNOZELO E DO PE
9106,S96,TRAUMATISMOS DO MOSCULO E TENDAO AO NIVEL DO TORNOZELO E DO PE
9107,S960,TRAUMATISMO DO MUSCULO E TENDAO DO MUSCULO FLEXOR LONGO DO(S) ARTELHO(S) AO NIVE
9108,S961,TRAUMATISMO DO MUSCULO E TENDAO DO EXTENSOR LONGO DO(S) ARTELHO(S) AO NIVEL DO T
9109,S962,TRAUMATISMO DE MUSCULO INTRINSICO E TENDAO AO NIVEL DO TORNOZELO E DO PE
9110,S967,TRAUMATISMO DE MULTIPLOS MUSCULOS E TENDOES AO NIVEL DO TORNOZELO E DO PE
9111,S968,TRAUMATISMO DE OUTROS TENDOES E MUSCULOS AO NIVEL DO TORNOZELO E DO PE
9112,S969,TRAUMATISMO DE MUSCULO E TENDAO NE DO TORNOZELO E DO PE
9113,S97,LESAO POR ESMAGAMENTO DO TORNOZELO E DO PE
9114,S970,LESAO POR ESMAGAMENTO DO TORNOZELO
9115,S971,LESAO POR ESMAGAMENTO DO(S) ARTELHO(S)
9116,S978,LESAO POR ESMAGAMENTO DE OUTRAS PARTES DO TORNOZELO E DO PE
9117,S98,AMPUTACAO TRAUMATICA DO TORNOZELO E DO PE
9118,S980,AMPUTACAO TRAUMATICA DO PE AO NIVEL DO TORNOZELO
9119,S981,AMPUTACAO TRAUMATICA DE APENAS UM ARTELHO
9120,S982,AMPUTACAO TRAUMATICA DE DOIS OU MAIS ARTELHOS
9121,S983,AMPUTACAO TRAUMATICA DE OUTRAS PARTES DO PE
9122,S984,AMPUTACAO TRAUMATICA DO PE AO NIVEL NE
9123,S988,AMPUTACAO TRAUMATICA DE OUTRAS PARTES DO PE
9124,S989,AMPUTACAO TRAUMATICA DO PE AO NIVEL NE
9125,S99,OUTROS TRAUMATISMOS E OS NE DO TORNOZELO E DO PE
9126,S997,TRAUMATISMOS MULTIPLOS DO TORNOZELO E DO PE
9127,S998,OUTROS TRAUMATISMOS ESPECIFICADOS DO TORNOZELO E DO PE
9128,S999,TRAUMATISMOS NE DO TORNOZELO E DO PE
9129,T00,TRAUMATISMOS ENVOLVENDO MULTIPLAS REGIOES DO CORPO
9130,T000,TRAUMATISMOS SUPERFICIAIS ENVOLVENDO A CABECA COM O PESCOCO
9131,T001,"TRAUMATISMOS SUPERFICIAIS ENVOLVENDO O TORAX COM O ABDOME, PARTE INFERIOR DO DOR"
9132,T002,TRAUMATISMOS SUPERFICIAIS ENVOLVENDO REGIOES MULTIPLAS DO(S) MEMBRO(S) SUPERIOR(
9133,T003,TRAUMATISMOS SUPERFICIAIS ENVOLVENDO REGIOES MULTIPLAS DO(S) MEMBRO(S) INFERIOR(
9134,T006,TRAUMATISMOS SUPERFICIAIS ENVOLVENDO REGIOES MULTIPLAS DOS MEMBROS SUPERIORES CO
9135,T008,TRAUMATISMOS SUPERFICIAIS ENVOLVENDO OUTRAS COMBINACOES DE REGIOES DO CORPO
9136,T009,TRAUMATISMOS SUPERFICIAIS MULTIPLOS NE
9137,T01,FERIMENTOS ENVOLVENDO MULTIPLAS REGIOES DO CORPO
9138,T010,FERIMENTOS ENVOLVENDO A CABECA COM PESCOCO
9139,T011,"FERIMENTOS ENVOLVENDO O TORAX COM O ABDOME, PARTE INFERIOR DO DORSO E DA PELVE"
9140,T012,FERIMENTOS ENVOLVENDO REGIOES MULTIPLAS DO(S) MEMBRO(S) SUPERIOR(ES)
9141,T013,FERIMENTOS ENVOLVENDO MULTIPLAS REGIOES DO(S) MEMBRO(S) INFERIOR(ES)
9142,T016,FERIMENTOS ENVOLVENDO REGIOES MULTIPLAS DO(S) MEMBRO(S) SUPERIOR(ES) COM MEMBRO(
9143,T018,FERIMENTOS ENVOLVENDO OUTRAS COMBINACOES DE REGIOES DO CORPO
9144,T019,FERIMENTOS MULTIPLOS NE
9145,T02,FRATURAS ENVOLVENDO MULTIPLAS REGIOES DO CORPO
9146,T020,FRATURAS ENVOLVENDO CABECA COM PESCOCO
9147,T021,FRATURAS ENVOLVENDO TORAX COM PARTE INFERIOR DO DORSO E DA PELVE
9148,T022,FRATURAS ENVOLVENDO REGIOES MULTIPLAS DE UM MEMBRO SUPERIOR
9149,T023,FRATURAS ENVOLVENDO REGIOES MULTIPLAS DE UM MEMBRO INFERIOR
9150,T024,FRATURAS ENVOLVENDO REGIOES MULTIPLAS DE AMBOS OS MEMBROS SUPERIORES
9151,T025,FRATURAS ENVOLVENDO REGIOES MULTIPLAS DE AMBOS OS MEMBROS INFERIORES
9152,T026,FRATURAS ENVOLVENDO REGIOES MULTIPLAS DO(S) MEMBRO(S) SUPERIOR(ES) COM INFERIOR(
9153,T027,FRATURAS ENVOLVENDO TORAX COM PARTE INFERIOR DO DORSO E PELVE COM MEMBRO(S)
9154,T028,FRATURAS ENVOLVENDO OUTRAS COMBINACOES DE REGIOES DO CORPO
9155,T029,FRATURAS MULTIPLAS NE
9156,T03,"LUXACOES, ENTORSES E DISTENSOES ENVOLVENDO REGIOES MULTIPLAS DO CORPO"
9157,T030,"LUXACOES, ENTORSES E DISTENSOES ENVOLVENDO A CABECA COM O PESCOCO"
9158,T031,"LUXACOES, ENTORSES E DISTENSOES ENVOLVENDO TORAX COM PARTE INFERIOR DO DORSO E D"
9159,T032,"LUXACOES, ENTORSES E DISTENSOES ENVOLVENDO REGIOES MULTIPLAS DE MEMBRO(S) SUPERI"
9160,T033,"LUXACOES, ENTORSES E DISTENSOES ENVOLVENDO REGIOES MULTIPLAS DO(S) MEMBRO(S) INF"
9161,T034,"LUXACOES, ENTORSES E DISTENSOES ENVOLVENDO REGIOES MULTIPLAS DOS MEMBROS SUPERIO"
9162,T038,"LUXACOES, ENTORSES E DISTENSOES ENVOLVENDO OUTRAS COMBINACOES DE REGIOES DO CORP"
9163,T039,"LUXACOES, ENTORSES E DISTENSOES MULTIPLAS, NE"
9164,T04,TRAUMATISMOS POR ESMAGAMENTO ENVOLVENDO MULTIPLAS REGIOES DO CORPO
9165,T040,TRAUMATISMOS POR ESMAGAMENTO ENVOLVENDO A CABECA COM O PESCOCO
9166,T041,"TRAUMATISMOS POR ESMAGAMENTO ENVOLVENDO TORAX COM O ABDOME, PARTE INFERIOR DO DO"
9167,T042,TRAUMATISMOS POR ESMAGAMENTO ENVOLVENDO REGIOES MULTIPLAS DO(S) MEMBRO(S) SUPERI
9168,T043,TRAUMATISMOS POR ESMAGAMENTO ENVOLVENDO REGIOES MULTIPLAS DO(S) MEMBRO(S) INFERI
9169,T044,TRAUMATISMOS POR ESMAGAMENTO ENVOLVENDO REGIOES MULTIPLAS DO(S) MEMBRO(S) SUPERI
9170,T047,"TRAUMATISMO POR ESMAGAMENTO DO TORAX COM ABDOME, PARTE INFERIOR DO DORSO, PELVE"
9171,T048,TRAUMATISMOS POR ESMAGAMENTO ENVOLVENDO OUTRAS COMBINACOES DE REGIOES DO CORPO
9172,T049,TRAUMATISMO MULTIPLOS POR ESMAGAMENTO NE
9173,T05,AMPUTACOES TRAUMATICAS ENVOLVENDO MULTIPLAS REGIOES DO CORPO
9174,T050,AMPUTACAO TRAUMATICA DE AMBAS AS MAOS
9175,T051,"AMPUTACAO TRAUMATICA DE UMA MAO E DE UM OUTRO BRACO [QUALQUER NIVEL, EXCETO MAO]"
9176,T052,AMPUTACAO TRAUMATICA DE AMBOS OS BRACOS [QUALQUER NIVEL]
9177,T053,AMPUTACAO TRAUMATICA DE AMBOS OS PES
9178,T054,"AMPUTACAO TRAUMATICA DE UM PE E OUTRA PERNA [QUALQUER NIVEL, EXCETO PE]"
9179,T055,AMPUTACAO TRAUMATICA DE AMBAS AS PERNAS [QUALQUER NIVEL]
9180,T056,"AMPUTACAO TRAUMATICA DE MEMBROS SUPERIORES E INFERIORES, QUALQUER COMBINACAO [QU"
9181,T058,AMPUTACOES TRAUMATICAS ENVOLVENDO OUTRAS COMBINACOES DE REGIOES DO CORPO
9182,T059,AMPUTACOES TRAUMATICAS MULTIPLAS NE
9183,T06,"OUTROS TRAUMATISMOS ENVOLVENDO REGIOES MULTIPLAS DO CORPO, NAO CLASS. EM OUTRA P"
9184,T060,TRAUMATISMOS DE CEREBRO E NERVOS CRANIANOS COM TRAUMATISMOS DE NERVOS E DA MEDUL
9185,T061,TRAUMATISMOS DE NERVOS E DA MEDULA ESPINHAL ENVOLVENDO OUTRAS REGIOES MULTIPLAS
9186,T062,TRAUMATISMOS DE NERVOS ENVOLVENDO REGIOES MULTIPLAS DO CORPO
9187,T063,TRAUMATISMOS DE VASOS SANGUINEOS ENVOLVENDO REGIOES MULTIPLAS DO CORPO
9188,T064,TRAUMATISMOS DE MUSCULOS E DE TENDOES ENVOLVENDO REGIOES MULTIPLAS DO CORPO
9189,T065,TRAUMATISMOS DE ORGAOS INTRATORACICOS COM ORGAOS INTRA-ABDOMINAIS E PELVICOS
9190,T068,OUTROS TRAUMATISMOS ESPECIFICADOS ENVOLVENDO REGIOES MULTIPLAS DO CORPO
9191,T07,TRAUMATISMOS MULTIPLOS NE
9192,T08,"FRATURA DA COLUNA, NIVEL NE"
9193,T09,"OUTROS TRAUMATISMOS DE COLUNA E TRONCO, NIVEL NE"
9194,T090,"TRAUMATISMO SUPERFICIAL DO TRONCO, NIVEL NE"
9195,T091,"FERIMENTO DO TRONCO, NIVEL NE"
9196,T092,"LUXACAO, ENTORSE E DISTENSAO DE ARTICULACOES E LIGAMENTOS NE DO TRONCO"
9197,T093,"TRAUMATISMO DE MEDULA ESPINHAL, NIVEL NE"
9198,T094,"TRAUMATISMO DE NERVOS, DE RAIZES DE NERVOS ESPINHAIS E DE PLEXOS NE DO T"
9199,T095,TRAUMATISMO DE MUSCULO E TENDAO NE DO TRONCO
9200,T096,"AMPUTACAO TRAUMATICA DO TRONCO, NIVEL NE"
9201,T098,"OUTROS TRAUMATISMOS ESPECIFICADOS DO TRONCO, NIVEL NE"
9202,T099,"TRAUMATISMO NE DO TRONCO, NIVEL NE"
9203,T10,"FRATURA DO MEMBRO SUPERIOR, NIVEL NE"
9204,T11,"OUTROS TRAUMATISMOS DE MEMBRO SUPERIOR, NIVEL NE"
9205,T110,"TRAUMATISMO SUPERFICIAL DO MEMBRO SUPERIOR, NIVEL NE"
9206,T111,"FERIMENTO DO MEMBRO SUPERIOR, NIVEL NE"
9207,T112,"LUXACAO, ENTORSE E DISTENSAO DE ARTICULACAO E LIGAMENTO NE DO MEMBRO SUP"
9208,T113,"TRAUMATISMO DE NERVO NE DO MEMBRO SUPERIOR, NIVEL NE"
9209,T114,"TRAUMATISMO DE VASO SANGUINEO NE, DO MEMBRO SUPERIOR, NIVEL NE"
9210,T115,"TRAUMATISMO DE MUSCULO E TENDAO NE DO MEMBRO SUPERIOR, NIVEL NE"
9211,T116,"AMPUTACAO TRAUMATICA DO MEMBRO SUPERIOR, NIVEL NE"
9212,T118,OUTROS TRAUMATISMOS ESPECIFICADOS DO MEMBRO SUPERIOR NIVEL NE
9213,T119,TRAUMATISMO NE DO MEMBRO SUPERIOR NIVEL NE
9214,T12,"FRATURA DO MEMBRO INFERIOR, NIVEL NE"
9215,T13,"OUTROS TRAUMATISMOS DE MEMBRO INFERIOR, NIVEL NE"
9216,T130,"TRAUMATISMO SUPERFICIAL DE MEMBRO INFERIOR, NIVEL NE"
9217,T131,"FERIMENTO DE MEMBRO INFERIOR, NIVEL NE"
9218,T132,"LUXACAO, ENTORSE E DISTENSAO DE ARTICULACAO E LIGAMENTO NE DE MEMBRO INF"
9219,T133,"TRAUMATISMO DE NERVO NE DE MEMBRO INFERIOR, NIVEL NE"
9220,T134,"TRAUMATISMO DE VASO SANGUINEO NE DE MEMBRO INFERIOR, NIVEL NE"
9221,T135,"TRAUMATISMO DE MUSCULO E TENDAO NE DA MEMBRO INFERIOR, NIVEL NE"
9222,T136,"AMPUTACAO TRAUMATICA DE MEMBRO INFERIOR, NIVEL NE"
9223,T138,"OUTROS TRAUMATISMOS ESPECIFICADOS DE MEMBRO INFERIOR, NIVEL NE"
9224,T139,"TRAUMATISMO NE DO MEMBRO INFERIOR, NIVEL NE"
9225,T14,TRAUMATISMO DE REGIAO NE DO CORPO
9226,T140,TRAUMATISMO SUPERFICIAL DE REGIAO NE DO CORPO
9227,T141,FERIMENTO DE REGIAO NE DO CORPO
9228,T142,FRATURA DE REGIAO NE DO CORPO
9229,T143,"LUXACAO, ENTORSE E DISTENSAO DE REGIAO NE DO CORPO"
9230,T144,TRAUMATISMO DE NERVO(S) DE REGIAO NE DO CORPO
9231,T145,TRAUMATISMO DE VASO(S) SANGUINEO(S) DE REGIAO NE DO CORPO
9232,T146,TRAUMATISMO DE MUSCULOS E TENDOES DE REGIAO NE DO CORPO
9233,T147,TRAUMATISMO POR ESMAGAMENTO E AMPUTACAO TRAUMATICA DE REGIOES NE DO CORPO
9234,T148,OUTROS TRAUMATISMOS DE REGIAO NE DO CORPO
9235,T149,TRAUMATISMO NE
9236,T15,CORPO ESTRANHO NA PARTE EXTERNA DO OLHO
9237,T150,CORPO ESTRANHO NA CORNEA
9238,T151,CORPO ESTRANHO NO SACO CONJUNTIVAL
9239,T158,CORPO ESTRANHO EM OUTROS LOCAIS E EM LOCAIS MULTIPLOS DA PARTE EXTERNA DO OLHO
9240,T159,CORPO ESTRANHO EM PARTE NE DA REGIAO EXTERNA DO OLHO
9241,T16,CORPO ESTRANHO NO OUVIDO
9242,T17,CORPO ESTRANHO NO TRATO RESPIRATORIO
9243,T170,CORPO ESTRANHO NO SEIO NASAL
9244,T171,CORPO ESTRANHO NA NARINA
9245,T172,CORPO ESTRANHO NA FARINGE
9246,T173,CORPO ESTRANHO NA LARINGE
9247,T174,CORPO ESTRANHO NA TRAQUEIA
9248,T175,CORPO ESTRANHO NO BRONQUIO
9249,T178,CORPO ESTRANHO EM OUTRAS PARTES E PARTES MULTIPLAS DO TRATO RESPIRATORIO
9250,T179,"CORPO ESTRANHO NO TRATO RESPIRATORIO, PARTE NE"
9251,T18,CORPO ESTRANHO NO APARELHO DIGESTIVO
9252,T180,CORPO ESTRANHO NA BOCA
9253,T181,CORPO ESTRANHO NO ESOFAGO
9254,T182,CORPO ESTRANHO NO ESTOMAGO
9255,T183,CORPO ESTRANHO NO INTESTINO DELGADO
9256,T184,CORPO ESTRANHO NO COLON
9257,T185,CORPO ESTRANHO NO ANUS E RETO
9258,T188,CORPO ESTRANHO EM OUTRAS PARTES E PARTES MULTIPLAS DO APARELHO DIGESTIVO
9259,T189,CORPO ESTRANHO EM PARTE NE DO APARELHO DIGESTIVO
9260,T19,CORPO ESTRANHO NO TRATO GENITURINARIO
9261,T190,CORPO ESTRANHO NA URETRA
9262,T191,CORPO ESTRANHO NA BEXIGA
9263,T192,CORPO ESTRANHO NA VULVA E VAGINA
9264,T193,CORPO ESTRANHO NO UTERO [QUALQUER PARTE]
9265,T198,CORPO ESTRANHO EM OUTRAS PARTES E PARTES MULTIPLAS DO TRATO GENITURINARIO
9266,T199,"CORPO ESTRANHO NO TRATO GENITURINARIO, PARTE NE"
9267,T20,QUEIMADURA E CORROSAO DA CABECA E PESCOCO
9268,T200,"QUEIMADURA DA CABECA E DO PESCOCO, GRAU NE"
9269,T201,QUEIMADURA DE PRIMEIRO GRAU DA CABECA E DO PESCOCO
9270,T202,QUEIMADURA DE SEGUNDO GRAU DA CABECA E DO PESCOCO
9271,T203,QUEIMADURA DE TERCEIRO GRAU DA CABECA E DO PESCOCO
9272,T204,"CORROSAO DA CABECA E DO PESCOCO, GRAU NE"
9273,T205,CORROSAO DE PRIMEIRO GRAU DA CABECA E DO PESCOCO
9274,T206,CORROSAO DE SEGUNDO GRAU DA CABECA E DO PESCOCO
9275,T207,CORROSAO DE TERCEIRO GRAU DA CABECA E DO PESCOCO
9276,T21,QUEIMADURA E CORROSAO DO TRONCO
9277,T210,"QUEIMADURA DO TRONCO, GRAU NE"
9278,T211,QUEIMADURA DE PRIMEIRO GRAU DO TRONCO
9279,T212,QUEIMADURA DE SEGUNDO GRAU DO TRONCO
9280,T213,QUEIMADURA DE TERCEIRO GRAU DO TRONCO
9281,T214,"CORROSAO DO TRONCO, GRAU NE"
9282,T215,CORROSAO DE PRIMEIRO GRAU DO TRONCO
9283,T216,CORROSAO DE SEGUNDO GRAU DO TRONCO
9284,T217,CORROSAO DE TERCEIRO GRAU DO TRONCO
9285,T22,"QUEIMADURA E CORROSAO DO OMBRO E MEMBRO SUPERIOR, EXCETO PUNHO E MAO"
9286,T220,"QUEIMADURA DO OMBRO E DO MEMBRO SUPERIOR, EXCETO PUNHO E MAO, GRAU NE"
9287,T221,"QUEIMADURA DE PRIMEIRO GRAU DO OMBRO E DO MEMBRO SUPERIOR, EXCETO PUNHO E MAO"
9288,T222,"QUEIMADURA DE SEGUNDO GRAU DO OMBRO E DO MEMBRO SUPERIOR, EXCETO PUNHO E MAO"
9289,T223,"QUEIMADURA DE TERCEIRO GRAU DO OMBRO E DO MEMBRO SUPERIOR, EXCETO PUNHO E MAO"
9290,T224,"CORROSAO DO OMBRO E DO MEMBRO SUPERIOR, EXCETO PUNHO E MAO, GRAU NE"
9291,T225,"CORROSAO DE PRIMEIRO GRAU DO OMBRO E DO MEMBRO SUPERIOR, EXCETO PUNHO E MAO"
9292,T226,"CORROSAO DE SEGUNDO GRAU DO OMBRO E DO MEMBRO SUPERIOR, EXCETO PUNHO E MAO"
9293,T227,"CORROSAO DE TERCEIRO GRAU DO OMBRO E DO MEMBRO SUPERIOR, EXCETO PUNHO E MAO"
9294,T23,QUEIMADURA E CORROSAO DO PUNHO E DA MAO
9295,T230,"QUEIMADURA DO PUNHO E DA MAO, GRAU NE"
9296,T231,QUEIMADURA DE PRIMEIRO GRAU DO PUNHO E DA MAO
9297,T232,QUEIMADURA DE SEGUNDO GRAU DO PUNHO E DA MAO
9298,T233,QUEIMADURA DE TERCEIRO GRAU DO PUNHO E DA MAO
9299,T234,"CORROSAO DO PUNHO E DA MAO, GRAU NE"
9300,T235,CORROSAO DE PRIMEIRO GRAU DO PUNHO E DA MAO
9301,T236,CORROSAO DE SEGUNDO GRAU DO PUNHO E DA MAO
9302,T237,CORROSAO DE TERCEIRO GRAU DO PUNHO E DA MAO
9303,T24,"QUEIMADURA E CORROSAO DO QUADRIL E MEMBRO INFERIOR, EXCETO TORNOZELO E DO PE"
9304,T240,"QUEIMADURA DO QUADRIL E MEMBRO INFERIOR, EXCETO TORNOZELO E DO PE, GRAU NE"
9305,T241,"QUEIMADURA DE PRIMEIRO GRAU DO QUADRIL E DO MEMBRO INFERIOR, EXCETO TORNOZELO E"
9306,T242,"QUEIMADURA DE SEGUNDO GRAU DO QUADRIL E DO MEMBRO INFERIOR, EXCETO TORNOZELO E D"
9307,T243,"QUEIMADURA DE TERCEIRO GRAU DO QUADRIL E DO MEMBRO INFERIOR, EXCETO TORNOZELO E"
9308,T244,"CORROSAO DO QUADRIL E DO MEMBRO INFERIOR, EXCETO TORNOZELO E DO PE, GRAU NAO ESPEC"
9309,T245,"CORROSAO DE PRIMEIRO GRAU DO QUADRIL E DO MEMBRO INFERIOR, EXCETO TORNOZELO E DO"
9310,T246,"CORROSAO DE SEGUNDO GRAU DO QUADRIL E DO MEMBRO INFERIOR, EXCETO TORNOZELO E DO"
9311,T247,"CORROSAO DE TERCEIRO GRAU DO QUADRIL E DO MEMBRO INFERIOR, EXCETO TORNOZELO E DO"
9312,T25,QUEIMADURA E CORROSAO DO TORNOZELO E DO PE
9313,T250,"QUEIMADURA DO TORNOZELO E DO PE, GRAU NE"
9314,T251,QUEIMADURA DE PRIMEIRO GRAU DO TORNOZELO E DO PE
9315,T252,QUEIMADURA DE SEGUNDO GRAU DO TORNOZELO E DO PE
9316,T253,QUEIMADURA DE TERCEIRO GRAU DO TORNOZELO E DO PE
9317,T254,"CORROSAO DO TORNOZELO E DO PE, GRAU NE"
9318,T255,CORROSAO DE PRIMEIRO GRAU DO TORNOZELO E DO PE
9319,T256,CORROSAO DE SEGUNDO GRAU DO TORNOZELO E DO PE
9320,T257,CORROSAO DE TERCEIRO GRAU DO TORNOZELO E DO PE
9321,T26,QUEIMADURA E CORROSAO LIMITADAS AO OLHO E SEUS ANEXOS
9322,T260,QUEIMADURA DA PALPEBRA E DA REGIAO PERIOCULAR
9323,T261,QUEIMADURA DA CORNEA E DO SACO CONJUNTIVAL
9324,T262,QUEIMADURA COM RESULTANTE RUPTURA E DESTRUICAO DO GLOBO OCULAR
9325,T263,QUEIMADURA DE OUTRAS PARTES DO OLHO E ANEXOS
9326,T264,"QUEIMADURA DO OLHO E ANEXOS, PARTE NE"
9327,T265,CORROSAO DA PALPEBRA E DA REGIAO PERIOCULAR
9328,T266,CORROSAO DA CORNEA E DO SACO CONJUNTIVAL
9329,T267,CORROSAO COM RESULTANTE RUPTURA E DESTRUICAO DO GLOBO OCULAR
9330,T268,CORROSAO DE OUTRAS PARTES DO OLHO E ANEXOS
9331,T269,"CORROSAO DO OLHO E ANEXOS, PARTE NE"
9332,T27,QUEIMADURA E CORROSAO DO TRATO RESPIRATORIO
9333,T270,QUEIMADURA DA LARINGE E TRAQUEIA
9334,T271,"QUEIMADURA DA LARINGE, TRAQUEIA COM PULMAO"
9335,T272,QUEIMADURA DE OUTRAS PARTES DO TRATO RESPIRATORIO
9336,T273,"QUEIMADURA DO TRATO RESPIRATORIO, PARTE NE"
9337,T274,CORROSAO DA LARINGE E TRAQUEIA
9338,T275,"CORROSAO DA LARINGE, TRAQUEIA COM CORROSAO DE PULMAO"
